
2022-12-02 15:01:01.063799 ||Processed frame no: 1 || Current FPS: 0.67 || Objects tracked: 2 || car: 2 
2022-12-02 15:22:47.450922 ||Processed frame no: 23 || Current FPS: 18.01 || Objects tracked: 1 || car: 1 
2022-12-02 15:22:47.524146 ||Processed frame no: 24 || Current FPS: 20.32 || Objects tracked: 1 || car: 1 
2022-12-02 15:22:47.595163 ||Processed frame no: 25 || Current FPS: 17.86 || Objects tracked: 1 || car: 1 
2022-12-02 15:22:47.668080 ||Processed frame no: 26 || Current FPS: 17.57 || Objects tracked: 1 || car: 1 
2022-12-02 15:22:47.747283 ||Processed frame no: 27 || Current FPS: 18.2 || Objects tracked: 1 || car: 1 
2022-12-02 15:22:47.819686 ||Processed frame no: 28 || Current FPS: 17.73 || Objects tracked: 1 || car: 1 
2022-12-02 15:22:47.867696 ||Processed frame no: 29 || Current FPS: 31.27 || Objects tracked: 0 || 
2022-12-02 15:22:47.923697 ||Processed frame no: 30 || Current FPS: 25.0 || Objects tracked: 0 || 
2022-12-02 15:28:43.162623 ||Processed frame no: 1 || Current FPS: 1.11 || Objects tracked: 2 || car: 2 
2022-12-02 15:28:43.563516 ||Processed frame no: 2 || Current FPS: 7.85 || Objects tracked: 3 || car: 2 bus: 1 
2022-12-02 15:28:43.695670 ||Processed frame no: 3 || Current FPS: 9.3 || Objects tracked: 3 || car: 2 bus: 1 
2022-12-02 15:28:43.794112 ||Processed frame no: 4 || Current FPS: 12.85 || Objects tracked: 3 || car: 2 bus: 1 
2022-12-02 15:28:43.882158 ||Processed frame no: 5 || Current FPS: 14.6 || Objects tracked: 3 || car: 2 bus: 1 
2022-12-02 15:28:43.973043 ||Processed frame no: 6 || Current FPS: 14.09 || Objects tracked: 3 || car: 2 bus: 1 
2022-12-02 15:28:44.062294 ||Processed frame no: 7 || Current FPS: 13.93 || Objects tracked: 3 || car: 2 bus: 1 
2022-12-02 15:28:44.152340 ||Processed frame no: 8 || Current FPS: 15.0 || Objects tracked: 3 || car: 2 bus: 1 
2022-12-02 15:28:44.244563 ||Processed frame no: 9 || Current FPS: 13.12 || Objects tracked: 3 || car: 2 bus: 1 
2022-12-02 15:28:44.336587 ||Processed frame no: 10 || Current FPS: 13.89 || Objects tracked: 3 || car: 2 bus: 1 
2022-12-02 15:28:44.424587 ||Processed frame no: 11 || Current FPS: 13.89 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:44.496994 ||Processed frame no: 12 || Current FPS: 15.53 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:44.568980 ||Processed frame no: 13 || Current FPS: 17.86 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:44.640981 ||Processed frame no: 14 || Current FPS: 17.86 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:44.712981 ||Processed frame no: 15 || Current FPS: 17.86 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:44.792993 ||Processed frame no: 16 || Current FPS: 13.89 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:44.865338 ||Processed frame no: 17 || Current FPS: 17.75 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:44.921354 ||Processed frame no: 18 || Current FPS: 20.86 || Objects tracked: 1 || car: 1 
2022-12-02 15:28:44.993667 ||Processed frame no: 19 || Current FPS: 19.97 || Objects tracked: 1 || car: 1 
2022-12-02 15:28:45.065644 ||Processed frame no: 20 || Current FPS: 17.86 || Objects tracked: 1 || car: 1 
2022-12-02 15:28:45.129907 ||Processed frame no: 21 || Current FPS: 21.04 || Objects tracked: 1 || car: 1 
2022-12-02 15:28:45.201908 ||Processed frame no: 22 || Current FPS: 17.88 || Objects tracked: 1 || car: 1 
2022-12-02 15:28:45.281457 ||Processed frame no: 23 || Current FPS: 15.75 || Objects tracked: 1 || car: 1 
2022-12-02 15:28:45.353450 ||Processed frame no: 24 || Current FPS: 17.86 || Objects tracked: 1 || car: 1 
2022-12-02 15:28:45.417816 ||Processed frame no: 25 || Current FPS: 17.77 || Objects tracked: 1 || car: 1 
2022-12-02 15:28:45.490270 ||Processed frame no: 26 || Current FPS: 19.59 || Objects tracked: 1 || car: 1 
2022-12-02 15:28:45.554274 ||Processed frame no: 27 || Current FPS: 20.86 || Objects tracked: 1 || car: 1 
2022-12-02 15:28:45.658282 ||Processed frame no: 28 || Current FPS: 12.5 || Objects tracked: 1 || car: 1 
2022-12-02 15:28:45.730640 ||Processed frame no: 29 || Current FPS: 20.68 || Objects tracked: 0 || 
2022-12-02 15:28:45.810635 ||Processed frame no: 30 || Current FPS: 17.86 || Objects tracked: 0 || 
2022-12-02 15:28:45.890633 ||Processed frame no: 31 || Current FPS: 15.63 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:45.970637 ||Processed frame no: 32 || Current FPS: 17.86 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:46.044136 ||Processed frame no: 33 || Current FPS: 19.34 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:46.123695 ||Processed frame no: 34 || Current FPS: 18.0 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:46.207192 ||Processed frame no: 35 || Current FPS: 14.98 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:46.299425 ||Processed frame no: 36 || Current FPS: 13.15 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:46.363717 ||Processed frame no: 37 || Current FPS: 20.73 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:46.435716 ||Processed frame no: 38 || Current FPS: 17.86 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-02 15:28:46.499717 ||Processed frame no: 39 || Current FPS: 20.83 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:46.579969 ||Processed frame no: 40 || Current FPS: 16.86 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:46.659991 ||Processed frame no: 41 || Current FPS: 20.83 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:46.740241 ||Processed frame no: 42 || Current FPS: 15.56 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:46.820241 ||Processed frame no: 43 || Current FPS: 15.63 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:46.876239 ||Processed frame no: 44 || Current FPS: 25.01 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:46.946729 ||Processed frame no: 45 || Current FPS: 18.35 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:47.021875 ||Processed frame no: 46 || Current FPS: 17.12 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:47.085866 ||Processed frame no: 47 || Current FPS: 20.84 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:47.158186 ||Processed frame no: 48 || Current FPS: 20.7 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:47.230185 ||Processed frame no: 49 || Current FPS: 17.86 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:47.302196 ||Processed frame no: 50 || Current FPS: 20.83 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:47.374190 ||Processed frame no: 51 || Current FPS: 17.86 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:47.454197 ||Processed frame no: 52 || Current FPS: 13.9 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:47.526141 ||Processed frame no: 53 || Current FPS: 15.62 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:47.613256 ||Processed frame no: 54 || Current FPS: 14.07 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:47.693252 ||Processed frame no: 55 || Current FPS: 15.63 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:47.773624 ||Processed frame no: 56 || Current FPS: 15.53 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:47.837558 ||Processed frame no: 57 || Current FPS: 20.84 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:47.909563 ||Processed frame no: 58 || Current FPS: 17.88 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:47.985618 ||Processed frame no: 59 || Current FPS: 14.69 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-02 15:28:48.087433 ||Processed frame no: 60 || Current FPS: 12.38 || Objects tracked: 1 || car: 1 
2022-12-02 15:28:48.158971 ||Processed frame no: 61 || Current FPS: 20.83 || Objects tracked: 0 || 
2022-12-02 15:28:48.262985 ||Processed frame no: 62 || Current FPS: 13.89 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:48.374224 ||Processed frame no: 63 || Current FPS: 12.45 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:48.454499 ||Processed frame no: 64 || Current FPS: 20.72 || Objects tracked: 1 || car: 1 
2022-12-02 15:28:48.510499 ||Processed frame no: 65 || Current FPS: 20.83 || Objects tracked: 1 || car: 1 
2022-12-02 15:28:48.582513 ||Processed frame no: 66 || Current FPS: 17.85 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:48.654497 ||Processed frame no: 67 || Current FPS: 17.86 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-02 15:28:48.710501 ||Processed frame no: 68 || Current FPS: 20.83 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:48.798498 ||Processed frame no: 69 || Current FPS: 13.89 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:48.878257 ||Processed frame no: 70 || Current FPS: 15.66 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:48.966265 ||Processed frame no: 71 || Current FPS: 13.9 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:49.030258 ||Processed frame no: 72 || Current FPS: 17.88 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:49.102553 ||Processed frame no: 73 || Current FPS: 18.17 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:49.166554 ||Processed frame no: 74 || Current FPS: 20.84 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:49.238556 ||Processed frame no: 75 || Current FPS: 17.86 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:49.341189 ||Processed frame no: 76 || Current FPS: 14.83 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:49.413185 ||Processed frame no: 77 || Current FPS: 17.86 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:49.485483 ||Processed frame no: 78 || Current FPS: 18.15 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:49.549413 ||Processed frame no: 79 || Current FPS: 20.84 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:49.621423 ||Processed frame no: 80 || Current FPS: 17.85 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:49.700424 ||Processed frame no: 81 || Current FPS: 15.87 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:49.797809 ||Processed frame no: 82 || Current FPS: 12.29 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:49.868830 ||Processed frame no: 83 || Current FPS: 17.86 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:49.941724 ||Processed frame no: 84 || Current FPS: 17.12 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:50.021793 ||Processed frame no: 85 || Current FPS: 15.61 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:50.094042 ||Processed frame no: 86 || Current FPS: 17.85 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:50.174039 ||Processed frame no: 87 || Current FPS: 15.64 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:50.246042 ||Processed frame no: 88 || Current FPS: 17.86 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:50.350044 ||Processed frame no: 89 || Current FPS: 14.83 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:50.438393 ||Processed frame no: 90 || Current FPS: 13.82 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:50.534394 ||Processed frame no: 91 || Current FPS: 12.5 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:50.654011 ||Processed frame no: 92 || Current FPS: 10.5 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:50.757991 ||Processed frame no: 93 || Current FPS: 12.5 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:50.838297 ||Processed frame no: 94 || Current FPS: 20.83 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:50.902294 ||Processed frame no: 95 || Current FPS: 17.86 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:50.966349 ||Processed frame no: 96 || Current FPS: 17.84 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:51.028095 ||Processed frame no: 97 || Current FPS: 18.58 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:51.094721 ||Processed frame no: 98 || Current FPS: 20.23 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:51.166970 ||Processed frame no: 99 || Current FPS: 20.73 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:51.238990 ||Processed frame no: 100 || Current FPS: 17.85 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:51.333713 ||Processed frame no: 101 || Current FPS: 12.82 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:51.389713 ||Processed frame no: 102 || Current FPS: 25.04 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:51.462069 ||Processed frame no: 103 || Current FPS: 17.85 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:51.518070 ||Processed frame no: 104 || Current FPS: 20.86 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:51.590076 ||Processed frame no: 105 || Current FPS: 17.86 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:51.662918 ||Processed frame no: 106 || Current FPS: 18.44 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:51.742927 ||Processed frame no: 107 || Current FPS: 17.88 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:51.823313 ||Processed frame no: 108 || Current FPS: 15.85 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:51.879303 ||Processed frame no: 109 || Current FPS: 20.85 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:51.951302 ||Processed frame no: 110 || Current FPS: 20.87 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:52.023305 ||Processed frame no: 111 || Current FPS: 17.86 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:52.087106 ||Processed frame no: 112 || Current FPS: 17.93 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:52.159105 ||Processed frame no: 113 || Current FPS: 17.86 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:52.247108 ||Processed frame no: 114 || Current FPS: 13.89 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:52.335597 ||Processed frame no: 115 || Current FPS: 13.79 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:52.405101 ||Processed frame no: 116 || Current FPS: 18.69 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:52.472365 ||Processed frame no: 117 || Current FPS: 17.85 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:52.536781 ||Processed frame no: 118 || Current FPS: 20.65 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:52.608772 ||Processed frame no: 119 || Current FPS: 17.86 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:52.680773 ||Processed frame no: 120 || Current FPS: 17.88 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:52.752772 ||Processed frame no: 121 || Current FPS: 15.65 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:52.856743 ||Processed frame no: 122 || Current FPS: 12.69 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:52.945031 ||Processed frame no: 123 || Current FPS: 15.56 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:53.033029 ||Processed frame no: 124 || Current FPS: 15.63 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-02 15:28:53.129031 ||Processed frame no: 125 || Current FPS: 12.5 || Objects tracked: 3 || bus: 2 car: 1 
2022-12-02 15:28:53.209049 ||Processed frame no: 126 || Current FPS: 17.85 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-02 15:28:53.289033 ||Processed frame no: 127 || Current FPS: 15.63 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-02 15:28:53.369037 ||Processed frame no: 128 || Current FPS: 15.62 || Objects tracked: 3 || bus: 2 car: 1 
2022-12-02 15:28:53.455870 ||Processed frame no: 129 || Current FPS: 15.35 || Objects tracked: 3 || bus: 2 car: 1 
2022-12-02 15:28:53.536119 ||Processed frame no: 130 || Current FPS: 15.56 || Objects tracked: 3 || bus: 2 car: 1 
2022-12-02 15:28:53.616198 ||Processed frame no: 131 || Current FPS: 15.61 || Objects tracked: 2 || bus: 2 
2022-12-02 15:28:53.680134 ||Processed frame no: 132 || Current FPS: 20.83 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:53.767401 ||Processed frame no: 133 || Current FPS: 14.03 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-02 15:28:53.855362 ||Processed frame no: 134 || Current FPS: 13.89 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-02 15:28:53.919760 ||Processed frame no: 135 || Current FPS: 17.73 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:54.000354 ||Processed frame no: 136 || Current FPS: 18.84 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-02 15:28:54.096542 ||Processed frame no: 137 || Current FPS: 15.58 || Objects tracked: 2 || bus: 1 truck: 1 
2022-12-02 15:28:54.176558 ||Processed frame no: 138 || Current FPS: 15.64 || Objects tracked: 2 || bus: 1 truck: 1 
2022-12-02 15:28:54.240559 ||Processed frame no: 139 || Current FPS: 17.85 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:54.312554 ||Processed frame no: 140 || Current FPS: 20.83 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:54.406723 ||Processed frame no: 141 || Current FPS: 13.81 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:54.470712 ||Processed frame no: 142 || Current FPS: 20.84 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:54.535050 ||Processed frame no: 143 || Current FPS: 20.83 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:54.615052 ||Processed frame no: 144 || Current FPS: 15.63 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-02 15:28:54.687070 ||Processed frame no: 145 || Current FPS: 15.62 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-02 15:28:54.771967 ||Processed frame no: 146 || Current FPS: 14.73 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-02 15:28:54.847060 ||Processed frame no: 147 || Current FPS: 18.24 || Objects tracked: 1 || bus: 1 
2022-12-02 15:28:54.919239 ||Processed frame no: 148 || Current FPS: 17.78 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-02 15:28:54.991247 ||Processed frame no: 149 || Current FPS: 17.86 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-02 15:28:55.063247 ||Processed frame no: 150 || Current FPS: 17.86 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-02 15:28:55.158928 ||Processed frame no: 151 || Current FPS: 13.06 || Objects tracked: 3 || car: 1 bus: 2 
2022-12-02 15:28:55.287266 ||Processed frame no: 152 || Current FPS: 8.9 || Objects tracked: 4 || car: 2 bus: 2 
2022-12-02 15:28:55.415269 ||Processed frame no: 153 || Current FPS: 9.62 || Objects tracked: 4 || car: 2 bus: 2 
2022-12-02 15:28:55.527274 ||Processed frame no: 154 || Current FPS: 10.42 || Objects tracked: 4 || car: 2 bus: 2 
2022-12-02 15:28:55.615270 ||Processed frame no: 155 || Current FPS: 15.62 || Objects tracked: 4 || car: 2 bus: 2 
2022-12-02 15:28:55.711260 ||Processed frame no: 156 || Current FPS: 12.5 || Objects tracked: 4 || car: 2 bus: 2 
2022-12-02 15:28:55.807258 ||Processed frame no: 157 || Current FPS: 12.5 || Objects tracked: 4 || car: 2 bus: 2 
2022-12-02 15:28:55.903230 ||Processed frame no: 158 || Current FPS: 13.64 || Objects tracked: 4 || car: 2 bus: 2 
2022-12-02 15:28:55.983474 ||Processed frame no: 159 || Current FPS: 15.57 || Objects tracked: 3 || car: 2 bus: 1 
2022-12-02 15:28:56.063479 ||Processed frame no: 160 || Current FPS: 15.62 || Objects tracked: 3 || car: 2 bus: 1 
2022-12-02 15:28:56.156043 ||Processed frame no: 161 || Current FPS: 13.24 || Objects tracked: 3 || car: 2 bus: 1 
2022-12-02 15:28:56.240675 ||Processed frame no: 162 || Current FPS: 14.48 || Objects tracked: 3 || car: 2 bus: 1 
2022-12-02 15:28:56.329019 ||Processed frame no: 163 || Current FPS: 13.82 || Objects tracked: 3 || car: 2 bus: 1 
2022-12-02 15:28:56.417087 ||Processed frame no: 164 || Current FPS: 12.49 || Objects tracked: 4 || car: 3 bus: 1 
2022-12-02 15:28:56.519607 ||Processed frame no: 165 || Current FPS: 11.5 || Objects tracked: 4 || car: 3 bus: 1 
2022-12-02 15:28:56.615943 ||Processed frame no: 166 || Current FPS: 12.45 || Objects tracked: 4 || car: 3 bus: 1 
2022-12-02 15:28:56.695950 ||Processed frame no: 167 || Current FPS: 15.62 || Objects tracked: 4 || car: 3 bus: 1 
2022-12-02 15:28:56.809039 ||Processed frame no: 168 || Current FPS: 10.3 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:28:56.912002 ||Processed frame no: 169 || Current FPS: 11.46 || Objects tracked: 5 || car: 3 bus: 2 
2022-12-02 15:28:57.016358 ||Processed frame no: 170 || Current FPS: 11.32 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:28:57.113619 ||Processed frame no: 171 || Current FPS: 12.5 || Objects tracked: 4 || car: 3 bus: 1 
2022-12-02 15:28:57.209937 ||Processed frame no: 172 || Current FPS: 12.45 || Objects tracked: 4 || car: 3 bus: 1 
2022-12-02 15:28:57.329919 ||Processed frame no: 173 || Current FPS: 9.55 || Objects tracked: 5 || car: 3 bus: 2 
2022-12-02 15:28:57.442242 ||Processed frame no: 174 || Current FPS: 11.32 || Objects tracked: 5 || car: 3 bus: 2 
2022-12-02 15:28:57.539518 ||Processed frame no: 175 || Current FPS: 12.31 || Objects tracked: 5 || car: 3 bus: 2 
2022-12-02 15:28:57.683779 ||Processed frame no: 176 || Current FPS: 8.31 || Objects tracked: 5 || car: 3 bus: 2 
2022-12-02 15:28:57.837172 ||Processed frame no: 177 || Current FPS: 7.79 || Objects tracked: 5 || car: 3 bus: 2 
2022-12-02 15:28:57.973151 ||Processed frame no: 178 || Current FPS: 9.13 || Objects tracked: 5 || car: 3 bus: 2 
2022-12-02 15:28:58.069459 ||Processed frame no: 179 || Current FPS: 12.5 || Objects tracked: 6 || car: 4 bus: 2 
2022-12-02 15:28:58.182188 ||Processed frame no: 180 || Current FPS: 11.04 || Objects tracked: 6 || car: 4 bus: 2 
2022-12-02 15:28:58.302418 ||Processed frame no: 181 || Current FPS: 10.39 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:28:58.398417 ||Processed frame no: 182 || Current FPS: 12.5 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:28:58.510420 ||Processed frame no: 183 || Current FPS: 10.42 || Objects tracked: 6 || car: 5 bus: 1 
2022-12-02 15:28:58.614432 ||Processed frame no: 184 || Current FPS: 11.36 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:28:58.702417 ||Processed frame no: 185 || Current FPS: 13.89 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:28:58.806418 ||Processed frame no: 186 || Current FPS: 11.36 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:28:58.909904 ||Processed frame no: 187 || Current FPS: 12.44 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:28:59.011950 ||Processed frame no: 188 || Current FPS: 11.77 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:28:59.103339 ||Processed frame no: 189 || Current FPS: 12.5 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:28:59.191649 ||Processed frame no: 190 || Current FPS: 13.83 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:28:59.321145 ||Processed frame no: 191 || Current FPS: 9.52 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:28:59.417405 ||Processed frame no: 192 || Current FPS: 12.47 || Objects tracked: 6 || car: 5 bus: 1 
2022-12-02 15:28:59.529423 ||Processed frame no: 193 || Current FPS: 10.42 || Objects tracked: 7 || car: 6 bus: 1 
2022-12-02 15:28:59.657109 ||Processed frame no: 194 || Current FPS: 9.02 || Objects tracked: 7 || car: 6 bus: 1 
2022-12-02 15:28:59.761409 ||Processed frame no: 195 || Current FPS: 11.33 || Objects tracked: 6 || car: 5 bus: 1 
2022-12-02 15:28:59.865408 ||Processed frame no: 196 || Current FPS: 11.36 || Objects tracked: 6 || car: 5 bus: 1 
2022-12-02 15:28:59.961413 ||Processed frame no: 197 || Current FPS: 12.51 || Objects tracked: 6 || car: 5 bus: 1 
2022-12-02 15:29:00.113407 ||Processed frame no: 198 || Current FPS: 7.35 || Objects tracked: 6 || car: 5 bus: 1 
2022-12-02 15:29:00.249474 ||Processed frame no: 199 || Current FPS: 8.92 || Objects tracked: 6 || car: 5 bus: 1 
2022-12-02 15:29:00.418167 ||Processed frame no: 200 || Current FPS: 7.33 || Objects tracked: 7 || car: 6 bus: 1 
2022-12-02 15:29:00.544331 ||Processed frame no: 201 || Current FPS: 9.06 || Objects tracked: 7 || car: 6 bus: 1 
2022-12-02 15:29:00.672378 ||Processed frame no: 202 || Current FPS: 8.92 || Objects tracked: 7 || car: 6 bus: 1 
2022-12-02 15:29:00.792696 ||Processed frame no: 203 || Current FPS: 9.7 || Objects tracked: 7 || car: 6 bus: 1 
2022-12-02 15:29:00.904690 ||Processed frame no: 204 || Current FPS: 10.42 || Objects tracked: 7 || car: 6 bus: 1 
2022-12-02 15:29:01.008691 ||Processed frame no: 205 || Current FPS: 11.37 || Objects tracked: 7 || car: 6 bus: 1 
2022-12-02 15:29:01.112689 ||Processed frame no: 206 || Current FPS: 11.37 || Objects tracked: 7 || car: 6 bus: 1 
2022-12-02 15:29:01.216754 ||Processed frame no: 207 || Current FPS: 11.36 || Objects tracked: 6 || car: 5 bus: 1 
2022-12-02 15:29:01.330142 ||Processed frame no: 208 || Current FPS: 9.59 || Objects tracked: 6 || car: 5 bus: 1 
2022-12-02 15:29:01.441545 ||Processed frame no: 209 || Current FPS: 10.54 || Objects tracked: 6 || car: 5 bus: 1 
2022-12-02 15:29:01.537793 ||Processed frame no: 210 || Current FPS: 12.46 || Objects tracked: 6 || car: 5 bus: 1 
2022-12-02 15:29:01.642600 ||Processed frame no: 211 || Current FPS: 10.33 || Objects tracked: 6 || car: 5 bus: 1 
2022-12-02 15:29:01.738842 ||Processed frame no: 212 || Current FPS: 12.46 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:29:01.842859 ||Processed frame no: 213 || Current FPS: 12.5 || Objects tracked: 6 || car: 5 bus: 1 
2022-12-02 15:29:01.941797 ||Processed frame no: 214 || Current FPS: 12.06 || Objects tracked: 6 || car: 5 bus: 1 
2022-12-02 15:29:02.036855 ||Processed frame no: 215 || Current FPS: 13.87 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:29:02.132924 ||Processed frame no: 216 || Current FPS: 11.36 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:29:02.229078 ||Processed frame no: 217 || Current FPS: 12.66 || Objects tracked: 6 || car: 5 bus: 1 
2022-12-02 15:29:02.333106 ||Processed frame no: 218 || Current FPS: 12.5 || Objects tracked: 5 || car: 4 bus: 1 
2022-12-02 15:29:02.429081 ||Processed frame no: 219 || Current FPS: 12.5 || Objects tracked: 5 || car: 4 bus: 1 
